	4452634.415875	4452802.747625	4452971.079375	4453139.411125	4453307.742875	4453476.074625	4453644.406375	4453812.738125	4453981.069875	4454149.401625	4454317.733375	4454486.065125	4454654.396875	4454822.728625	4454991.060375	4455159.392125	4455327.723875	4455496.055625	4455664.387375	4455832.719125	4456001.050875	4456169.382625	4456337.714375	4456506.046125	4456674.377875	4456842.709625	4457011.041375	4457179.373125	4457347.704875	4457516.036625	4457684.368375	4457852.700125	4458021.031875	4458189.363625	4458357.695375	4458526.027125	4458694.358875	4458862.690625	4459031.022375	4459199.354125	4459367.685875	4459536.017625	4459704.349375	4459872.681125	4460041.012875	4460209.344625	4460377.676375	4460546.008125	4460714.339875	4460882.671625	4461051.003375	4461219.335125	4461387.666875	4461555.998625	4461724.330375	4461892.662125	4462060.993875	4462229.325625	4462397.657375	4462565.989125	4462734.320875	4462902.652625	4463070.984375	4463239.316125	4463407.647875	4463575.979625	4463744.311375	4463912.643125	4464080.974875	4464249.306625	4464417.638375	4464585.970125	4464754.301875	4464922.633625	4465090.965375	4465259.297125	4465427.628875	4465595.960625	4465764.292375	4465932.624125	4466100.955875	4466269.287625	4466437.619375	4466605.951125	4466774.2828750005	4466942.614625	4467110.946375	4467279.278125	4467447.609875	4467615.941625	4467784.273375	4467952.605125	4468120.936875	4468289.2686250005	4468457.600375	4468625.932125	4468794.263875	4468962.595625	4469130.927375	4469299.259125	4469467.590875	4469635.922625	4469804.2543750005	4469972.586125	4470140.917875	4470309.249625	4470477.581375	4470645.913125	4470814.244875	4470982.576625	4471150.908375	4471319.2401250005	4471487.571875	4471655.903625	4471824.235375	4471992.567125	4472160.898875	4472329.230625	4472497.562375	4472665.894125	4472834.2258750005	4473002.557625	4473170.889375	4473339.221125	4473507.552875	4473675.884625	4473844.216375	4474012.548125	4474180.879875	4474349.211625	4474517.543375	4474685.875125	4474854.206875	4475022.538625	4475190.870375	4475359.202125	4475527.533875	4475695.865625	4475864.197375	4476032.529125	4476200.860875	4476369.192625	4476537.524375	4476705.856125	4476874.187875	4477042.519625	4477210.851375	4477379.183125	4477547.514875	4477715.846625	4477884.178375	4478052.510125	4478220.841875	4478389.173625	4478557.505375	4478725.837125	4478894.168875	4479062.500625	4479230.832375	4479399.164125	
5325041.424208334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7657464354419002E-84	3.391810472626854E-81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5325214.272625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.616841111400506E-82	6.947565807417793E-79	1.0638686863320898E-75	NA	1.2637323285727408E-69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5325387.121041667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.833492838957629E-80	1.1205517228277861E-76	1.7158813926694767E-73	2.0945693308195297E-70	2.0382353721216758E-67	1.5811244213526995E-64	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5325559.969458333	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.074503088950601E-81	7.408427818417676E-78	1.4230799256206903E-74	2.179137575632023E-71	2.6600642404811715E-68	2.588521156707284E-65	2.007998718819579E-62	1.2417302531991043E-59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5325732.817875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0744714514955806E-79	7.40835158372395E-76	1.4230652817494975E-72	2.179115151726255E-69	2.660036867711285E-66	2.5884945201308605E-63	2.0079780559595018E-60	1.2417174754051097E-57	6.121230628081142E-55	2.4055080273753946E-52	7.535758936402409E-50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5325905.666291666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4208291593605526E-77	5.8333127562297826E-74	1.1205171308573932E-70	1.7158284225852428E-67	2.0945046704520177E-64	2.038172450788988E-61	1.5810756111754878E-58	9.77724438020662E-56	4.8198377603474875E-53	1.8940894610415868E-50	5.933632899179831E-48	1.4818115619671453E-45	NA	NA	NA	NA	NA	NA	NA	6.406899420041272E-30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5326078.514708334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3095138028450163E-82	4.965431141179481E-79	1.500914541595645E-75	3.6166550240214084E-72	6.947208353416448E-69	1.0638139500189306E-65	1.2985932960880691E-62	1.2636673091278445E-59	9.802671811837867E-57	6.06189338484197E-54	2.9883003328066364E-51	1.174335827899704E-48	3.678853531187227E-46	9.187234508877589E-44	NA	NA	NA	NA	NA	NA	NA	3.9707545110423384E-28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5326251.363125	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.344018619586869E-84	6.392931485922334E-81	2.4240799153496064E-77	7.327333098542023E-74	1.7656192494018592E-70	3.3915661618034615E-67	5.193446362613622E-64	6.339618530064495E-61	6.169112926206683E-58	4.785578367735141E-55	2.9593631620898585E-52	1.4588620024683742E-49	5.733004472957801E-47	1.7959840148010057E-44	4.4851272757495105E-42	NA	NA	NA	NA	NA	NA	4.759280807550319E-28	1.9383629026545831E-26	6.293602377111409E-25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
5326424.211541667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0460092953972555E-98	NA	1.1568051868987526E-90	8.658661365279398E-87	5.166463924445921E-83	2.4574696667398397E-79	9.318264828355619E-76	2.816657564140961E-72	6.787114421146765E-69	1.3037322522791913E-65	1.9963825561332125E-62	2.436975942803798E-59	2.3714328738062677E-56	1.8395963888430099E-53	1.137591607099608E-50	5.607926702554087E-48	2.2037909559187172E-45	6.903837852293009E-43	1.7241017293511696E-40	3.432316362466298E-38	NA	NA	NA	NA	NA	1.829483610439466E-26	7.451068059448627E-25	2.4191551706168555E-23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	
